Data,À vista R$,À vista US$
25/02/2015,432.93,150.9
26/02/2015,430.49,149.58
27/02/2015,432,151.26
02/03/2015,432.4,149.47
03/03/2015,425.34,145.71
04/03/2015,431.45,144.83
05/03/2015,428.64,142.45
06/03/2015,442.03,144.93
09/03/2015,435.25,139.37
10/03/2015,429.29,138.08
11/03/2015,429.07,137.3
12/03/2015,432.05,136.98
13/03/2015,431.77,132.44
16/03/2015,462.5,142.48
17/03/2015,462.46,142.47
18/03/2015,468.08,145.59
19/03/2015,482.39,146.4
20/03/2015,470.81,145.45
23/03/2015,457.53,145.2
24/03/2015,452.37,144.76
25/03/2015,458.58,143.44
26/03/2015,458.89,143.94
27/03/2015,458.58,141.71
30/03/2015,441.23,137.07
31/03/2015,445.53,139.23
01/04/2015,451.7,142.36
02/04/2015,463.88,148.35
06/04/2015,470.14,150.45
07/04/2015,461.3,147.71
08/04/2015,445.4,145.79
09/04/2015,442.39,144.19
10/04/2015,438.67,142.1
13/04/2015,439.04,140.72
14/04/2015,442.6,144.54
15/04/2015,445.87,146.67
16/04/2015,450.22,149.57
17/04/2015,452.44,148.63
20/04/2015,452.78,149.73
22/04/2015,456.47,151.55
23/04/2015,450.88,151.41
24/04/2015,442.68,149.7
27/04/2015,418.76,143.46
28/04/2015,426.3,145
29/04/2015,426.49,144.38
30/04/2015,435.7,144.75
04/05/2015,430.33,139.4
05/05/2015,432.85,140.86
06/05/2015,420.12,138.02
07/05/2015,421.97,139.54
08/05/2015,430.66,144.42
11/05/2015,426.87,140
12/05/2015,427.3,141.3
13/05/2015,426.77,140.43
14/05/2015,425.47,142.01
15/05/2015,428.58,143.05
18/05/2015,436.32,144.52
19/05/2015,431.29,141.92
20/05/2015,427.77,142.35
21/05/2015,415.64,136.68
22/05/2015,414.66,134.28
25/05/2015,410.75,132.54
26/05/2015,402.21,127.6
27/05/2015,408.47,129.88
28/05/2015,409.83,129.65
29/05/2015,411.05,129.06
01/06/2015,427.67,134.66
02/06/2015,437.57,139.62
03/06/2015,438.46,139.99
05/06/2015,436.95,138.71
08/06/2015,434.76,139.7
09/06/2015,434.86,140.37
10/06/2015,435.12,139.64
11/06/2015,422.78,136.16
12/06/2015,429.78,137.97
15/06/2015,417.51,133.43
16/06/2015,423.9,137.1
17/06/2015,411.54,134.45
18/06/2015,414.28,135.61
19/06/2015,411.06,132.56
22/06/2015,415.81,134.96
23/06/2015,410.98,133.31
24/06/2015,420.75,135.95
25/06/2015,423.5,135.74
26/06/2015,421.81,134.85
29/06/2015,418.28,134.32
30/06/2015,417.11,134.16
01/07/2015,411.96,131.03
02/07/2015,406.83,131.32
03/07/2015,407.45,129.93
06/07/2015,403.67,128.19
07/07/2015,406.54,127.72
08/07/2015,411.38,127.44
09/07/2015,409.94,127.55
10/07/2015,411.6,130
13/07/2015,415.93,132.76
14/07/2015,422.31,134.58
15/07/2015,417.61,133.29
16/07/2015,416.93,132.23
17/07/2015,416.89,130.61
20/07/2015,411.61,128.67
21/07/2015,411.85,130
22/07/2015,412.49,127.82
23/07/2015,410.43,124.71
24/07/2015,414.6,123.8
27/07/2015,414.49,123.32
28/07/2015,413.58,122.72
29/07/2015,421.51,126.58
30/07/2015,428.62,126.81
31/07/2015,435.24,127.38
03/08/2015,432.57,125.35
04/08/2015,437.44,126.43
05/08/2015,437.96,125.53
06/08/2015,444.17,125.61
07/08/2015,451.64,128.67
10/08/2015,462.24,133.98
11/08/2015,478.23,136.64
12/08/2015,465.76,134.11
13/08/2015,476.6,135.86
14/08/2015,482.93,138.57
17/08/2015,482.37,138.41
18/08/2015,477.41,137.7
19/08/2015,464.27,133.37
20/08/2015,461.87,133.8
21/08/2015,449.21,128.6
24/08/2015,437.59,122.95
25/08/2015,437.12,121.69
26/08/2015,440.97,122.39
27/08/2015,448.55,125.89
28/08/2015,440.65,122.98
31/08/2015,445.05,122.5
01/09/2015,447.78,121.32
02/09/2015,448.11,119.4
03/09/2015,451.98,120.4
04/09/2015,453.33,117.75
08/09/2015,446.8,117.02
09/09/2015,452.5,119.14
10/09/2015,440.74,114.12
11/09/2015,442.83,114.16
14/09/2015,458.96,120.18
15/09/2015,450.97,116.95
16/09/2015,455.47,118.83
17/09/2015,457.11,118.36
18/09/2015,456.27,115.51
21/09/2015,453.23,113.96
22/09/2015,452.41,111.71
23/09/2015,464,112.21
24/09/2015,472.24,116.72
25/09/2015,476.73,120.11
28/09/2015,465.85,114.18
29/09/2015,475.83,117.11
30/09/2015,472.9,119
01/10/2015,475.93,119.28
02/10/2015,478.7,121.41
05/10/2015,487.84,125.02
06/10/2015,484.52,126.05
07/10/2015,473.73,122.22
08/10/2015,481.37,126.34
09/10/2015,489.05,130.38
13/10/2015,497.26,128.42
14/10/2015,498.97,130.65
15/10/2015,500.81,131.79
16/10/2015,479.95,124.99
19/10/2015,474.27,121.95
20/10/2015,473.42,121.2
21/10/2015,469.62,119.04
22/10/2015,469.24,119.52
23/10/2015,467.28,120.31
26/10/2015,463.68,118.53
27/10/2015,465.22,119.35
28/10/2015,468.66,119.47
29/10/2015,468.79,121.51
30/10/2015,471.99,122.15
03/11/2015,469.63,124.79
04/11/2015,474.53,124.88
05/11/2015,474.14,125.47
06/11/2015,466.35,123.37
09/11/2015,469.59,123.54
10/11/2015,468.9,123.65
11/11/2015,469.27,124.44
12/11/2015,465.34,123.69
13/11/2015,458.27,119.65
16/11/2015,463.14,121.43
17/11/2015,461.93,120.86
18/11/2015,461.94,122.3
19/11/2015,470.87,125.87
20/11/2015,479.07,129.58
23/11/2015,470.45,126.06
24/11/2015,474,128.21
25/11/2015,475.54,126.78
26/11/2015,475.69,126.85
27/11/2015,473.7,124.46
30/11/2015,465.53,119.83
01/12/2015,463.61,120.01
02/12/2015,466.82,121.41
03/12/2015,474.45,126.52
04/12/2015,483.65,129.6
07/12/2015,480.3,127.54
08/12/2015,480.31,126.03
09/12/2015,483.48,129.17
10/12/2015,483.23,126.97
11/12/2015,476.79,123.33
14/12/2015,475.78,122.34
15/12/2015,472.1,121.64
16/12/2015,477.31,121.7
17/12/2015,476.53,122.44
18/12/2015,480.74,121.8
21/12/2015,479.85,119.54
22/12/2015,484.78,121.41
23/12/2015,485.31,122.8
28/12/2015,481.44,124.5
29/12/2015,484.35,124.83
30/12/2015,495.55,125.17
04/01/2016,496.87,122.74
05/01/2016,504.26,126.32
06/01/2016,497.49,123.81
07/01/2016,496.31,122.73
08/01/2016,502.6,124.59
11/01/2016,483.32,119.37
12/01/2016,483.77,119.75
13/01/2016,490.33,122.55
14/01/2016,478.71,119.86
15/01/2016,480.13,118.55
18/01/2016,481.87,119.54
19/01/2016,483.69,119.46
20/01/2016,475.22,115.46
21/01/2016,488.15,117.54
22/01/2016,494.29,120.35
25/01/2016,495.71,120.74
26/01/2016,497.31,122.34
27/01/2016,498.26,122.03
28/01/2016,500.75,122.97
29/01/2016,497.22,123.53
01/02/2016,492.63,124.09
02/02/2016,499.13,125.35
03/02/2016,496.98,126.72
04/02/2016,499.49,128.37
05/02/2016,496.82,126.97
10/02/2016,482.28,122.56
11/02/2016,482.19,121.25
12/02/2016,490.88,122.87
15/02/2016,487.98,122.24
16/02/2016,489.23,120.38
17/02/2016,487.04,122.52
18/02/2016,487.77,120.79
19/02/2016,491.55,121.7
22/02/2016,494.61,125.44
23/02/2016,494.74,124.93
24/02/2016,482.08,121.92
25/02/2016,485.61,123.22
26/02/2016,485.04,121.41
29/02/2016,480.61,120.27
01/03/2016,477.33,121.03
02/03/2016,477.77,122.76
03/03/2016,479.7,125.77
04/03/2016,479.04,127.1
07/03/2016,482.23,127.3
08/03/2016,483.18,128.75
09/03/2016,486.83,131.58
10/03/2016,482.98,132.61
11/03/2016,490.55,136.15
14/03/2016,493.15,135.3
15/03/2016,496.42,132.17
16/03/2016,504.17,134.48
17/03/2016,509.09,139.67
18/03/2016,507.6,141.39
21/03/2016,499.54,138.34
22/03/2016,505.38,140.74
23/03/2016,495.81,134.95
24/03/2016,495.9,134.39
28/03/2016,492.74,135.78
29/03/2016,490.53,135.02
30/03/2016,486.32,134.31
31/03/2016,487.18,135.18
01/04/2016,485.07,135.91
04/04/2016,473.75,131.49
05/04/2016,472.65,128.79
06/04/2016,471.81,129.33
07/04/2016,473.11,128.25
08/04/2016,471.94,130.98
11/04/2016,470.8,134.67
12/04/2016,469.64,133.69
13/04/2016,463.87,132.92
14/04/2016,465.86,133.79
15/04/2016,464.92,132.3
18/04/2016,470.38,130.52
19/04/2016,468.32,132.48
20/04/2016,467.94,132.56
22/04/2016,459.57,128.62
25/04/2016,460.67,129.77
26/04/2016,463.14,131.46
27/04/2016,456.78,129.69
28/04/2016,453.76,129.79
29/04/2016,450.15,130.9
02/05/2016,451.72,129.39
03/05/2016,453.94,127.33
04/05/2016,453.06,128.2
05/05/2016,455.15,128.36
06/05/2016,460.34,131.6
09/05/2016,464.17,131.64
10/05/2016,465.61,134.18
11/05/2016,466.44,135.36
12/05/2016,469.06,135.18
13/05/2016,468.37,133.02
16/05/2016,475.14,135.91
17/05/2016,475.54,136.34
18/05/2016,469.4,131.85
19/05/2016,458.79,128.55
20/05/2016,452.58,127.85
23/05/2016,455.09,127.08
24/05/2016,454.25,126.85
25/05/2016,452.57,125.82
27/05/2016,454.06,125.92
30/05/2016,455.25,127.34
31/05/2016,457.17,126.36
01/06/2016,458.16,127.52
02/06/2016,460.72,128.55
03/06/2016,467.25,132.48
06/06/2016,477.19,136.61
07/06/2016,480.08,139.19
08/06/2016,488.18,144.82
09/06/2016,475.46,140.01
10/06/2016,483.06,140.92
13/06/2016,488.02,140.28
14/06/2016,486.32,139.35
15/06/2016,492.52,142.18
16/06/2016,494.84,142.65
17/06/2016,492.98,144.06
20/06/2016,481.96,141.88
21/06/2016,486.28,142.98
22/06/2016,489.42,144.97
23/06/2016,496.64,148.29
24/06/2016,487.75,144.56
27/06/2016,488.57,143.82
28/06/2016,493.03,149.27
29/06/2016,498.35,154
30/06/2016,500.41,155.7
01/07/2016,502.27,155.45
04/07/2016,502.05,153.81
05/07/2016,500.88,151.74
06/07/2016,494.59,148.26
07/07/2016,498.33,148.4
08/07/2016,498.74,151.69
11/07/2016,510.12,154.16
12/07/2016,505.64,153.74
13/07/2016,507.58,154.85
14/07/2016,510.01,156.83
15/07/2016,503.56,154.85
18/07/2016,503.21,154.88
19/07/2016,501.26,153.9
20/07/2016,501.38,154.32
21/07/2016,502.54,153.03
22/07/2016,485.45,148.91
25/07/2016,484.7,147.32
26/07/2016,487.23,148.95
27/07/2016,485.63,148.74
28/07/2016,489.49,148.65
29/07/2016,494.19,152.58
01/08/2016,489.81,149.7
02/08/2016,490.05,149.95
03/08/2016,486.7,150.31
04/08/2016,481.93,150.65
05/08/2016,484.6,153.11
08/08/2016,483.7,152.83
09/08/2016,476.01,151.74
10/08/2016,471.52,150.98
11/08/2016,466.18,148.56
12/08/2016,471.13,147.83
15/08/2016,469.15,147.49
16/08/2016,468.44,147.08
17/08/2016,468.42,145.92
18/08/2016,472.4,145.85
19/08/2016,475.34,148.08
22/08/2016,480.52,150.02
23/08/2016,487.62,150.87
24/08/2016,471.89,146.37
25/08/2016,481.09,149.04
26/08/2016,482.49,147.55
29/08/2016,483.21,149.46
30/08/2016,489.21,150.76
31/08/2016,486.45,150.93
01/09/2016,501.02,154.25
02/09/2016,499.92,153.87
05/09/2016,498.64,152.12
06/09/2016,498.62,155.38
08/09/2016,501.36,156.14
09/09/2016,499.16,152.37
12/09/2016,496.81,153.1
13/09/2016,498.6,150.41
14/09/2016,499.14,149.53
15/09/2016,502.93,152.13
16/09/2016,500.98,153.49
19/09/2016,508.03,155.27
20/09/2016,514.24,158.13
21/09/2016,509.65,158.62
22/09/2016,510.68,158.65
23/09/2016,496.42,153.36
26/09/2016,504.65,155.47
27/09/2016,506.98,157.01
28/09/2016,508.5,157.67
29/09/2016,502.48,154.28
30/09/2016,503.07,154.74
03/10/2016,492.44,153.89
04/10/2016,497.11,152.72
05/10/2016,496.75,154.22
06/10/2016,492.05,152.62
07/10/2016,491.59,152.91
10/10/2016,505.54,157.78
11/10/2016,503.77,157.53
13/10/2016,498.77,156.9
14/10/2016,509.27,159
17/10/2016,510.46,159.32
18/10/2016,515.16,161.95
19/10/2016,512.61,161.71
20/10/2016,507.5,161.73
21/10/2016,509.61,161.02
24/10/2016,512.09,164.18
25/10/2016,526.71,169.47
26/10/2016,529.03,168.32
27/10/2016,535.27,169.77
28/10/2016,540.4,169.03
31/10/2016,535.3,168.07
01/11/2016,538.88,166.32
03/11/2016,547.52,169.2
04/11/2016,567.17,176.14
07/11/2016,577.74,180.26
08/11/2016,561.69,177.08
09/11/2016,562.56,175.03
10/11/2016,562.61,167.29
11/11/2016,563.29,165.29
14/11/2016,563.25,163.69
16/11/2016,564.72,164.74
17/11/2016,564.63,165.14
18/11/2016,567.32,167.8
21/11/2016,556.05,165.89
22/11/2016,559.99,166.76
23/11/2016,550.79,162.52
24/11/2016,552.63,163.06
25/11/2016,549.78,161.08
28/11/2016,549.13,162.32
29/11/2016,539.71,158.88
30/11/2016,535.43,158.13
01/12/2016,526.27,151.62
02/12/2016,528.18,152.48
05/12/2016,521.71,152.19
06/12/2016,518.86,152.29
07/12/2016,511.02,149.73
08/12/2016,511.5,151.15
09/12/2016,500.74,148.72
12/12/2016,497.76,148.76
13/12/2016,502.75,151.25
14/12/2016,501.93,150.23
15/12/2016,497.37,147.46
16/12/2016,492.98,145.38
19/12/2016,499.42,148.11
20/12/2016,502.71,150.2
21/12/2016,502.75,151.07
22/12/2016,494.76,150.06
23/12/2016,490.23,149.87
26/12/2016,489.13,149.31
27/12/2016,479.45,146.35
28/12/2016,482.62,147.05
29/12/2016,485.67,149.48
02/01/2017,481.58,146.6
03/01/2017,472.28,145.01
04/01/2017,491.74,152.62
05/01/2017,501.39,156.78
06/01/2017,505.41,156.86
09/01/2017,504.4,157.87
10/01/2017,509.37,159.48
11/01/2017,513.61,161.31
12/01/2017,515.74,162.64
13/01/2017,516.55,160.77
16/01/2017,515.06,159.17
17/01/2017,519.18,161.74
18/01/2017,519.45,161.37
19/01/2017,521.97,163.27
20/01/2017,525.37,165.31
23/01/2017,530.42,167.48
24/01/2017,528.04,166.63
25/01/2017,533.36,168.31
26/01/2017,531.8,167.28
27/01/2017,532.73,168.96
30/01/2017,523.9,168.08
31/01/2017,519.75,165.16
01/02/2017,522.63,165.97
02/02/2017,512.82,164.47
03/02/2017,514.46,165.21
06/02/2017,507.9,162.58
07/02/2017,503.76,161.36
08/02/2017,510.37,163.79
09/02/2017,513.38,164.02
10/02/2017,512.5,164.95
13/02/2017,509.94,163.91
14/02/2017,505.42,163.2
15/02/2017,500.32,163.18
16/02/2017,501.31,162.92
17/02/2017,503.45,162.82
20/02/2017,501.43,162.54
21/02/2017,510.59,165.35
22/02/2017,510.67,166.4
23/02/2017,510.09,166.7
24/02/2017,504.73,162.29
01/03/2017,492.64,159.22
02/03/2017,492.11,156.38
03/03/2017,492.31,158.05
06/03/2017,490.09,156.83
07/03/2017,488.8,156.92
08/03/2017,492.72,155.88
09/03/2017,491.02,153.78
10/03/2017,491.75,156.61
13/03/2017,491.01,155.78
14/03/2017,490.58,154.46
15/03/2017,488.66,156.92
16/03/2017,488.43,156.6
17/03/2017,488.7,157.7
20/03/2017,489.94,159.64
21/03/2017,490.45,159.03
22/03/2017,484.29,156.47
23/03/2017,482.03,153.71
24/03/2017,472.83,152.18
27/03/2017,474.63,151.59
28/03/2017,477.62,152.06
29/03/2017,475.1,152.37
30/03/2017,475.04,151.43
31/03/2017,475.36,152.02
03/04/2017,476.12,152.99
04/04/2017,474.36,153.12
05/04/2017,471.31,151.84
06/04/2017,473.39,150.52
07/04/2017,473.4,150.1
10/04/2017,472.21,150.63
11/04/2017,473.86,150.43
12/04/2017,474.25,150.65
13/04/2017,473.27,150.48
17/04/2017,474.58,152.94
18/04/2017,479.24,153.6
19/04/2017,468.37,149.16
20/04/2017,461.71,146.34
24/04/2017,455.23,145.35
25/04/2017,452.38,143.52
26/04/2017,453.92,142.97
27/04/2017,452.04,142.38
28/04/2017,457.68,144.24
02/05/2017,457.39,145.02
03/05/2017,460.07,145.78
04/05/2017,455.62,143.05
05/05/2017,459.44,144.75
08/05/2017,462.07,144.53
09/05/2017,454.11,142.67
10/05/2017,458.39,144.83
11/05/2017,454.18,144.09
12/05/2017,456,145.87
15/05/2017,451.94,145.41
16/05/2017,444.43,143.46
17/05/2017,448.55,143.72
18/05/2017,458.21,135.48
19/05/2017,457.95,140.47
22/05/2017,454.86,138.72
23/05/2017,453.75,139.06
24/05/2017,453.09,138.18
25/05/2017,456.99,138.94
26/05/2017,458.95,140.48
29/05/2017,457.6,139.94
30/05/2017,458.54,140.57
31/05/2017,453.01,139.95
01/06/2017,451.23,138.93
02/06/2017,447.03,137.51
05/06/2017,455.87,138.65
06/06/2017,450.62,137.43
07/06/2017,447.75,136.63
08/06/2017,451.41,138.34
09/06/2017,452.53,137.88
12/06/2017,455.24,137.41
13/06/2017,451.04,136.47
14/06/2017,450.27,136.9
16/06/2017,446.42,135.77
19/06/2017,447.6,136.09
20/06/2017,445.37,133.59
21/06/2017,439.65,132.03
22/06/2017,424.37,127.36
23/06/2017,435.75,130.5
26/06/2017,439.36,133.1
27/06/2017,441.5,133.06
28/06/2017,440.51,134.1
29/06/2017,443.49,134.27
30/06/2017,445.86,134.62
03/07/2017,448.38,135.87
04/07/2017,445.81,134.77
05/07/2017,452.52,137.38
06/07/2017,449.59,136.28
07/07/2017,447.23,136.18
10/07/2017,446.63,137
11/07/2017,442.86,136.1
12/07/2017,441.4,137.68
13/07/2017,450.22,140.17
14/07/2017,455.56,143.21
17/07/2017,455.1,143.02
18/07/2017,451.34,143.05
19/07/2017,456.78,145.19
20/07/2017,455.07,145.39
21/07/2017,455.84,145.26
24/07/2017,450.04,143.01
25/07/2017,445.67,140.64
26/07/2017,452.59,144.14
27/07/2017,458.84,145.34
28/07/2017,464.11,148.14
31/07/2017,464.41,149.04
01/08/2017,460.07,147.36
02/08/2017,467.19,149.64
03/08/2017,468.48,150.44
04/08/2017,467.85,149.71
07/08/2017,473.49,151.61
08/08/2017,478.66,153.22
09/08/2017,478.06,151.81
10/08/2017,471.79,148.92
11/08/2017,473.88,149.49
14/08/2017,466.94,146.33
15/08/2017,459.26,144.6
16/08/2017,455.78,144.65
17/08/2017,450.61,141.74
18/08/2017,451.73,143.64
21/08/2017,448.64,141.62
22/08/2017,448.96,141.76
23/08/2017,446.41,142.3
24/08/2017,443.36,141.02
25/08/2017,448.86,142.36
28/08/2017,451.59,142.86
29/08/2017,448.87,142
30/08/2017,445.43,141
31/08/2017,445.72,141.5
01/09/2017,445.47,141.73
04/09/2017,445.57,142.13
05/09/2017,443.98,142.39
06/09/2017,445.17,143.46
08/09/2017,445.43,144.06
11/09/2017,444.12,143.26
12/09/2017,448.83,143.44
13/09/2017,460.68,147.14
14/09/2017,462.28,148.36
15/09/2017,468.86,150.52
18/09/2017,468.52,149.59
19/09/2017,458.9,146.19
20/09/2017,461.31,147.29
21/09/2017,460.06,146.33
22/09/2017,459.69,147.05
25/09/2017,451.27,142.99
26/09/2017,450.23,142.07
27/09/2017,451.26,141.42
28/09/2017,449.1,141.18
29/09/2017,448.53,141.63
02/10/2017,445.1,141.12
03/10/2017,442.08,140.52
04/10/2017,438.28,140.03
05/10/2017,440.47,139.65
06/10/2017,448.55,142.08
09/10/2017,454.28,142.59
10/10/2017,454.45,142.95
11/10/2017,445.79,140.8
13/10/2017,444.54,141.08
16/10/2017,439.72,138.76
17/10/2017,440.54,139.06
18/10/2017,440.14,139.07
19/10/2017,445.65,140.36
20/10/2017,446.29,140.03
23/10/2017,443.85,137.63
24/10/2017,443.15,136.02
25/10/2017,444.47,137.05
26/10/2017,448.51,136.91
27/10/2017,455.06,140.23
30/10/2017,452.83,138.1
31/10/2017,451.2,137.77
01/11/2017,445.63,136.45
03/11/2017,446.92,135.43
06/11/2017,452.79,138.89
07/11/2017,449.09,136.88
08/11/2017,449.65,137.97
09/11/2017,452.4,138.99
10/11/2017,454.08,138.48
13/11/2017,455.25,138.16
14/11/2017,457.89,138.5
16/11/2017,453.72,138.5
17/11/2017,452.3,138.74
20/11/2017,449.03,137.64
21/11/2017,452.97,139.37
22/11/2017,451.73,139.64
23/11/2017,451.47,140.17
24/11/2017,454.06,140.62
27/11/2017,454.18,141.14
28/11/2017,457.98,142.63
29/11/2017,460.12,141.75
30/11/2017,456.27,139.23
01/12/2017,458.94,140.87
04/12/2017,454.98,140.3
05/12/2017,455.35,140.97
06/12/2017,452.54,139.63
07/12/2017,447.65,136.15
08/12/2017,443.6,134.42
11/12/2017,445.61,135.07
12/12/2017,440.83,132.5
13/12/2017,443.5,133.95
14/12/2017,445.64,133.39
15/12/2017,444.19,134.36
18/12/2017,445.45,135.11
19/12/2017,445.94,135.09
20/12/2017,447.15,135.87
21/12/2017,445.62,134.63
22/12/2017,443.34,133.14
26/12/2017,444.62,134.04
27/12/2017,448.24,135.38
28/12/2017,446.7,135
02/01/2018,455.34,139.68
03/01/2018,453.41,139.85
04/01/2018,454.29,140.78
05/01/2018,454.8,140.76
08/01/2018,449.1,138.87
09/01/2018,448.34,138.04
10/01/2018,448.24,138.86
11/01/2018,445.41,138.15
12/01/2018,443.64,138.29
15/01/2018,444.7,138.58
16/01/2018,442.55,137.06
17/01/2018,445.29,138.5
18/01/2018,443.82,138.22
19/01/2018,443.86,138.75
22/01/2018,445.71,138.94
23/01/2018,443.62,136.84
24/01/2018,443.31,139.54
25/01/2018,441.12,140.53
26/01/2018,444.62,141.33
29/01/2018,443.88,140.2
30/01/2018,442.06,139.14
31/01/2018,444.18,139.37
01/02/2018,439.89,138.81
02/02/2018,439.64,136.87
05/02/2018,440.31,135.69
06/02/2018,442.67,136.63
07/02/2018,442.33,134.94
08/02/2018,442.31,134.77
09/02/2018,444.83,134.47
14/02/2018,442.81,137.09
15/02/2018,441.95,136.53
16/02/2018,434.47,134.97
19/02/2018,433.9,134.17
20/02/2018,433.39,133.23
21/02/2018,433.9,133.47
22/02/2018,435.45,134.15
23/02/2018,435.47,134.36
26/02/2018,434.37,134.19
27/02/2018,435.7,134.18
28/02/2018,436.49,134.8
01/03/2018,437.48,134.36
02/03/2018,437.18,134.47
05/03/2018,429.48,132.27
06/03/2018,431.9,134.63
07/03/2018,432.83,133.38
08/03/2018,430.98,132.04
09/03/2018,430.28,132.39
12/03/2018,429.83,132.05
13/03/2018,434.54,133.13
14/03/2018,431.57,132.22
15/03/2018,426.73,129.67
16/03/2018,427.1,130.45
19/03/2018,427.36,130.02
20/03/2018,426.22,128.85
21/03/2018,427.16,130.59
22/03/2018,429.91,130.2
23/03/2018,424.28,128.03
26/03/2018,425.43,128.8
27/03/2018,429.78,129.06
28/03/2018,428.96,128.82
29/03/2018,427.18,129.41
02/04/2018,424.46,127.93
03/04/2018,426.01,127.7
04/04/2018,425.57,127.53
05/04/2018,425.44,127.26
06/04/2018,428.07,127.02
09/04/2018,429.15,126.18
10/04/2018,431.07,126.56
11/04/2018,429.5,127.11
12/04/2018,433.34,127.38
13/04/2018,430.78,125.85
16/04/2018,428.19,125.13
17/04/2018,428.92,126.01
18/04/2018,425.59,125.99
19/04/2018,427.57,126.16
20/04/2018,427.02,125.15
23/04/2018,432.81,125.53
24/04/2018,437.75,126.19
25/04/2018,436.6,125.21
26/04/2018,437.32,125.7
27/04/2018,439.13,126.84
30/04/2018,440.67,125.69
02/05/2018,449.3,126.63
03/05/2018,453.95,128.74
04/05/2018,451.15,128.09
07/05/2018,445.31,125.3
08/05/2018,447.24,125.24
09/05/2018,445.49,123.61
10/05/2018,444.31,125.3
11/05/2018,448.47,124.47
14/05/2018,443,122.21
15/05/2018,445.21,121.58
16/05/2018,445.28,121.07
17/05/2018,452.17,122.04
18/05/2018,455.8,121.77
21/05/2018,458.01,124.22
22/05/2018,455.47,125.13
23/05/2018,451.98,124.62
24/05/2018,454.34,124.61
25/05/2018,456.17,124.2
28/05/2018,454.95,121.74
29/05/2018,457.17,122.04
30/05/2018,456.63,122.09
01/06/2018,459.52,122.08
04/06/2018,458.06,122.48
05/06/2018,459.14,120.48
06/06/2018,460.5,120.61
07/06/2018,465.92,118.86
08/06/2018,455.68,122.59
11/06/2018,451.09,121.29
12/06/2018,455.19,122.49
13/06/2018,449.82,121.02
14/06/2018,450.93,118.76
15/06/2018,449.29,120.71
18/06/2018,448.99,119.79
19/06/2018,446.42,119.27
20/06/2018,446.05,118.1
21/06/2018,447.97,118.89
22/06/2018,445.34,117.94
25/06/2018,449.58,118.87
26/06/2018,450.63,118.71
27/06/2018,451.51,117.22
28/06/2018,450.12,116.55
29/06/2018,451.14,116.42
02/07/2018,445.88,114.01
03/07/2018,445.56,114.45
04/07/2018,446.06,114.02
05/07/2018,441.79,112.33
06/07/2018,443.08,113.43
09/07/2018,447.56,115.67
10/07/2018,444.53,117.04
11/07/2018,444.84,114.65
12/07/2018,443.5,114.16
13/07/2018,441.86,114.71
16/07/2018,444.21,115.05
17/07/2018,441.1,114.84
18/07/2018,431.85,112.67
19/07/2018,434.8,112.47
20/07/2018,434.76,114.99
23/07/2018,437.73,115.62
24/07/2018,434.48,116.05
25/07/2018,433.78,117.05
26/07/2018,430.71,115.13
27/07/2018,432.78,116.56
30/07/2018,432.52,116.02
31/07/2018,430.02,114.55
01/08/2018,426.83,113.7
02/08/2018,421.88,112.29
03/08/2018,420.04,113.37
06/08/2018,421.53,113.04
07/08/2018,422.75,112.34
08/08/2018,420.56,111.56
09/08/2018,423.83,111.54
10/08/2018,426.36,110.51
13/08/2018,427.63,109.62
14/08/2018,426.15,110.23
15/08/2018,424.4,108.79
16/08/2018,416.55,106.75
17/08/2018,415.24,105.95
20/08/2018,410.34,103.67
21/08/2018,408.01,101.42
22/08/2018,408.15,100.58
23/08/2018,415.58,100.99
24/08/2018,425.5,103.68
27/08/2018,426.77,104.47
28/08/2018,424.23,102.37
29/08/2018,425.67,103.37
30/08/2018,426.13,102.43
31/08/2018,422.44,103.84
03/09/2018,423.4,102.05
04/09/2018,421.64,101.48
05/09/2018,426.68,103.26
06/09/2018,424.5,103.16
10/09/2018,421.94,103.04
11/09/2018,422.04,101.45
12/09/2018,422.52,101.89
13/09/2018,422.28,100.59
14/09/2018,418.56,100.49
17/09/2018,414.08,100.51
18/09/2018,412.02,99.74
19/09/2018,406.31,98.5
20/09/2018,411.32,100.91
21/09/2018,409.74,101.42
24/09/2018,406.47,99.58
25/09/2018,408.78,100.12
26/09/2018,403.95,100.36
27/09/2018,404.51,101.46
28/09/2018,411.69,101.83
01/10/2018,417.71,103.91
02/10/2018,425,108.14
03/10/2018,423.86,108.74
04/10/2018,425.22,109.28
05/10/2018,430.81,111.47
08/10/2018,431.79,114.81
09/10/2018,433.63,116.88
10/10/2018,433.03,115.23
11/10/2018,431.12,114.35
15/10/2018,449.66,120.36
16/10/2018,443.81,119.3
17/10/2018,454.49,123.43
18/10/2018,455.67,122.85
19/10/2018,458.1,123.51
22/10/2018,447.39,121.24
23/10/2018,456.81,123.53
24/10/2018,456.48,122.25
25/10/2018,455.9,123.22
26/10/2018,453.26,124.25
29/10/2018,440.66,118.81
30/10/2018,442.26,119.69
31/10/2018,440.42,118.74
01/11/2018,446.22,120.99
05/11/2018,447.45,120.32
06/11/2018,445.56,118.69
07/11/2018,446.82,119.44
08/11/2018,451.11,120.52
09/11/2018,445.33,119.2
12/11/2018,435.84,116.22
13/11/2018,435.63,114.04
14/11/2018,444.24,117.28
16/11/2018,441.19,118.09
19/11/2018,436.39,115.97
20/11/2018,440.47,117.17
21/11/2018,440.34,116.34
22/11/2018,438.82,115.33
